Country,Year,Disease_Category,Disease_Name,Prevalence_Rate,Incidence_Rate,Mortality_Rate,Age_Group,Gender,Population_Affected,Healthcare_Access,Doctors_Per_1000,Hospital_Beds_Per_1000,Treatment_Type,Avg_Treatment_Cost_USD,Availability_of_Vaccines_Treatment,Recovery_Rate,DALYs,Improvement_in_5_Years,Per_Capita_Income_USD,Education_Index,Urbanization_Rate
South Korea,2013,Respiratory,Pneumonia,11.410455324800804,9.515547857427219,4.016445766416803,19-35,Other,22266,65.40807439441245,4.890719058616404,6.985943849286043,Surgery,11815.192878816804,No,93.68491937370611,7222.717778213961,15.982621094372135,23155.759823817796,0.32811993016528035,63.22274344989293
Japan,2018,Cardiovascular,Stroke,11.785991101352023,5.099784836731293,5.086560081105373,36-50,Male,220970,60.528694241661825,6.4009681314348095,10.720352320470345,Therapy,2063.2723368617962,No,67.60012089472997,1863.5523184280703,9.135138713863938,14626.658358678902,0.7913046207353506,69.73902970860595
Italy,2021,Neurological,Multiple Sclerosis,13.848155260920072,4.771558409035781,2.716884851236769,51-65,Other,899279,60.75168314059742,2.1201921539299358,7.6956501913433435,Surgery,38088.18574793283,No,90.70299217630246,7602.705205463861,11.86503234402835,49868.17528568482,0.34222321447109827,53.10836035703717
Russia,2016,Neurological,Parkinson's,5.704860145423058,4.546471517730204,4.4741911799319025,0-18,Female,174909,67.60936351626611,6.883125695962844,9.148290987991173,Vaccination,31345.802595648613,Yes,75.0531070024565,4375.573899797068,9.194416132996302,26247.450953320207,0.8110406959934995,85.7667420590512
Spain,2012,Infectious,HIV,7.64315084401017,3.415265233716207,2.1347953569372073,51-65,Female,769273,95.809784589916,1.8461903014364927,4.374573968579529,Vaccination,22060.51882510413,Yes,72.7527958780883,8514.693186198865,9.384093738057732,74664.24207168323,0.8547724600173621,90.26399087878514
Italy,2016,Respiratory,Tuberculosis,5.510613798406474,5.383644822047861,2.5334865719330555,51-65,Male,669012,95.22506911473712,6.191139847327719,3.8343456958587563,Therapy,42278.358753128945,No,67.19346970913195,8716.132098662529,13.481252319815411,40726.236769302704,0.3143022726187722,65.5288921348605
South Korea,2023,Chronic,Arthritis,3.9305191455853863,4.580291153290822,5.25267976049719,36-50,Male,801221,72.16453801722507,7.4295103702465255,10.938786193089447,Combined,41226.36774004389,No,83.23193691405072,8810.345790748188,4.9061096950137255,15361.980701986267,0.43200408884028985,64.0487439271322
Japan,2010,Respiratory,Pneumonia,11.290391126910368,0.463794078573186,1.287765994761919,65+,Male,639912,66.90162808170787,4.703567174456953,2.7126252864126363,Combined,16294.25756753288,No,79.38028304480537,5480.676116957325,17.599942358984546,6784.328422205877,0.3139139589073967,58.05455356381721
UK,2012,Neurological,Alzheimer's,5.160812490752636,2.678308810892675,4.976052687422949,0-18,Female,406971,87.68150800154757,9.19812454171964,3.4637759874552008,Surgery,41914.89759928856,No,68.35852794135639,7906.223559299615,16.587321211818722,22421.005486197108,0.3436999309720377,54.67539634350727
South Korea,2015,Infectious,Influenza,6.479426685686045,2.209915721045028,6.832655049742705,0-18,Other,43608,80.17482025926027,2.3682884015829124,14.173249602395448,Therapy,17323.404784769074,No,87.3790711696705,6652.931113553065,13.132856482476718,28994.232239119985,0.6204436127517958,70.43573845605465
Canada,2013,Cardiovascular,Hypertension,6.114737498598014,8.687612462978558,1.0513434868280755,65+,Female,166764,92.01224072514731,2.538626242618545,4.546606664799543,Surgery,31132.950630850406,No,68.58792855905533,1948.4606132547547,13.585654808957376,20522.56551068872,0.7380984015830052,49.28231035793031
Italy,2016,Respiratory,Bronchitis,10.718652262136512,6.02881277454573,7.189944116502834,36-50,Other,555955,83.1060986360319,5.652229685059651,5.526140410148354,Surgery,9705.63030588323,Yes,78.63497742312131,3877.015582551469,5.331020210749223,32420.10796209709,0.5876842269105619,72.41248319872906
Spain,2023,Neurological,Multiple Sclerosis,13.775154829049129,7.660462694452302,0.7276208743612703,51-65,Other,855666,96.1883149880085,9.384898364796207,9.864720400771915,Vaccination,13283.189971544029,No,69.22676259440445,9627.387285671632,15.813161891816971,70922.33867459423,0.5315668631907366,70.87249177392188
Spain,2012,Chronic,Arthritis,10.034665313479922,9.572577773717878,2.856382892951397,65+,Male,504511,92.28849869758082,4.516287426677582,7.164959835448361,Medication,22449.118006922497,Yes,55.72695663218311,7748.390543913542,18.31523833945803,8596.438912715841,0.42403190958271786,78.17362102452142
Italy,2010,Infectious,Hepatitis,7.126580681804065,6.475988798011459,4.923023590380157,0-18,Male,48929,90.45970151201075,9.337598899852933,8.826006283847946,Therapy,15798.342596194874,Yes,57.89852440719106,2703.63938184134,14.878715191227446,65092.14353839299,0.441945659753349,52.41593931790392
Brazil,2018,Cardiovascular,Heart Disease,11.710156209609362,9.82783891490697,4.519376604936441,0-18,Male,387321,63.1013396592036,7.241274027185895,3.0242963714474813,Medication,6544.207914222955,No,82.18020474315847,2881.645941405138,-1.67442739639035,36934.362451064066,0.6494377972204561,78.60774867800649
Japan,2015,Respiratory,Pneumonia,9.65047272941985,3.1864641113560834,0.8614894727060244,51-65,Female,452911,62.78652786464596,8.042997045238423,10.41370746736395,Vaccination,24167.910305009475,Yes,89.74994607042069,2616.393116173134,14.66554804288397,72981.30073289316,0.8134585784223047,40.93080570404802
Brazil,2017,Chronic,Diabetes,1.003094321055421,1.9440451048976493,6.41141402550824,51-65,Female,765764,83.73096755069024,9.440836339633638,3.1921669295259125,Medication,25616.734791790685,No,72.9546852604397,3355.268752421772,6.614287344934246,55028.763202166156,0.5427421085923076,69.39352179399327
China,2012,Cardiovascular,Heart Disease,1.5253874376407408,4.0927678911298235,7.787911015847497,19-35,Female,224415,44.941191368618924,6.1509550349187405,11.468157421580012,Vaccination,8019.426060407788,No,65.95377236515954,9290.243025007794,10.217487747602265,17368.75511659959,0.8637765734187575,86.42395679301046
Japan,2017,Neurological,Parkinson's,0.6649624666971367,4.7609142078644995,1.5317034845517838,65+,Male,81789,59.01065282323438,6.774876373404618,8.330642024781765,Combined,8798.233938261474,No,66.48837658602697,4392.068676387563,19.778998953780604,76962.47210958965,0.331271324380667,80.02925382154294
Italy,2011,Neurological,Multiple Sclerosis,6.906563260474165,8.964079274240593,7.1715346615421565,51-65,Male,80671,95.0012064325937,6.21091392712173,12.426702170499592,Vaccination,1564.419110565939,No,79.28471753050944,3706.0988761527756,3.9838702365184986,16603.599411065683,0.7975263725170818,86.7957774778779
USA,2021,Chronic,Diabetes,12.405216171650576,5.643410346463096,4.498794592682829,19-35,Other,748500,66.55597232212648,8.0637270350009,3.417562908321381,Therapy,1614.4960326378682,Yes,72.91678289767299,2467.9051204444618,3.7132096276827795,30221.995581713563,0.5032083745100804,48.15904516719971
Russia,2013,Neurological,Multiple Sclerosis,4.764939223335145,2.9925918942383687,7.493876792838086,36-50,Other,845993,55.92399670127419,3.4606566505353724,6.285558395767425,Combined,17995.69724491281,No,50.036196570677205,8934.839842055333,1.57832449568527,78410.38324112275,0.8212604587959969,79.5391372922171
Italy,2012,Infectious,HIV,5.823986728077977,7.452079400388456,1.491079071492413,0-18,Male,983806,68.11067990722321,8.092430527650265,12.855647884296586,Surgery,7417.9516970917875,Yes,87.80212676158567,9578.027947990946,-1.8219219928116157,20888.44464348371,0.8516499800816846,65.79918641823025
Brazil,2019,Chronic,Cancer,13.65120891468157,5.107736177676802,6.3569690061174535,65+,Female,345335,57.02678703512519,7.421910681424587,12.181972299518723,Therapy,45962.673103758614,Yes,56.97357895341325,3303.0603607752323,-0.7956581621752319,52338.76546079719,0.7202450599437084,57.774156525560606
UK,2010,Neurological,Alzheimer's,12.569861335218157,1.7051062582241847,0.5722744460181161,36-50,Male,117011,85.32739263539884,6.418595594220746,14.520555644081686,Therapy,10050.767218867793,No,83.06569399815392,6204.868890150538,7.856724761519192,78313.24088002392,0.5130319361336949,59.56696540288943
Russia,2022,Respiratory,Tuberculosis,10.009216874500144,5.810515897153397,7.077251929741539,65+,Female,369199,90.18570012794879,1.349125698557534,4.107446382236627,Therapy,3391.4832239638768,No,66.86648167549963,9588.490139638565,17.7449956718586,56668.962198547524,0.5741606349335509,45.60679718833966
Italy,2022,Neurological,Parkinson's,4.075376353174544,9.12280591439211,5.425859435377106,65+,Male,540405,86.17683659041154,7.970895746651417,8.546392453629839,Medication,20268.0770815035,No,78.32212672701803,5044.852010023314,15.247481687270614,54707.17324599849,0.6310657176977882,78.33239298408506
Italy,2016,Infectious,HIV,1.8439180920578082,8.44196391301062,3.0250127929871975,51-65,Male,85872,48.79377634860232,2.1918335769528072,1.2503863892150993,Medication,9704.050444286955,Yes,91.90075144785052,4739.7574121900525,-0.4376981623429099,51615.93101485939,0.5772479475473191,74.7542987092744
UK,2020,Cardiovascular,Stroke,0.3392764579336944,5.9094187290897775,1.6046879056330163,19-35,Other,17714,59.82737277407785,9.657747307435896,14.513284077491342,Surgery,3182.289994860994,No,57.55935724032299,5324.173071587415,9.042253642419015,46659.22617444954,0.7746928633768313,48.39416591568556
Italy,2019,Cardiovascular,Stroke,1.6944590218058713,3.8331234214613827,6.550611478680918,65+,Female,432855,52.62429017959376,1.7334379109154563,3.451780228044539,Medication,37661.10072862776,No,88.10412514480623,428.38331591242934,16.173116038328242,76186.55938530802,0.7629169729004395,69.93227008104233
Russia,2011,Neurological,Alzheimer's,4.459687009996747,0.9610896355356905,4.865606439019011,36-50,Female,971213,42.52514800958851,7.482480218045667,13.665906490360186,Therapy,27899.21498848995,No,51.87711403945504,3071.178205488921,8.487325779306866,45781.759497168154,0.3075932537859856,47.131858174474736
Germany,2013,Cardiovascular,Heart Disease,8.321671947334485,4.749524340983076,2.947285238289211,65+,Male,405075,83.61135005586033,4.243831153026728,10.496664019502632,Vaccination,2944.8388254480474,Yes,95.14706045231165,7020.022960745803,17.785803033345804,54747.17185692986,0.39099712723610414,57.23405529582531
USA,2018,Neurological,Parkinson's,1.0536012330105646,7.545586431542834,3.606303015939879,19-35,Other,208346,65.2732153039513,7.62121352903475,14.115878735295707,Surgery,23454.145511110306,Yes,59.87774003132106,9670.62260535522,17.69712399317067,60412.83803201195,0.5181292974201517,42.426737325357216
France,2015,Infectious,Influenza,2.12979389694489,3.666709825356805,6.629686982971775,0-18,Male,209271,56.32076223023087,5.670574398694221,4.475208436889481,Surgery,2037.7620825344193,No,88.9262710265738,5730.572729849105,3.7061007381993676,44578.26130273806,0.7034549812284936,74.15891107944023
USA,2017,Cardiovascular,Hypertension,2.7981024643883217,2.4309235729614778,2.777524827519255,65+,Male,762228,58.14412298330373,6.6655470778068295,5.832300014183609,Therapy,17780.27876034028,No,53.29380416867324,1985.7107675321831,16.84823932277507,71579.04662527918,0.43781876492479477,40.68401482474654
Australia,2011,Respiratory,Bronchitis,9.516533185451262,9.320659220782439,0.8080981570684367,36-50,Female,985867,47.965971358935406,1.678930665486932,3.3016247363561106,Combined,18228.007582969458,No,66.02537262340674,4325.451386034508,9.62789509475077,6709.844473446185,0.4936736230836561,54.340415341255095
Canada,2016,Neurological,Alzheimer's,9.275268004803854,8.233401434534125,7.299129160407435,0-18,Male,404243,88.7788773719517,9.698311831303025,6.914070314582764,Medication,41166.851746439985,No,81.04382236740474,4951.194883695156,6.9961577302291875,34645.115666291334,0.5772480055646854,54.66830094698727
Italy,2015,Cardiovascular,Hypertension,8.306409322945079,6.418928632259432,3.1600155432984733,0-18,Other,491595,48.491544664482674,1.0346182820244472,14.264992727016354,Combined,36790.72139755743,Yes,82.28240899918157,1607.0246284980956,14.356631869938674,51247.22013258302,0.6537332635994257,81.15956331877086
Germany,2022,Infectious,Malaria,3.8324712279695006,1.454155104813142,2.852261337810187,51-65,Male,257080,59.96066095645559,9.47043505422167,8.99628433326027,Therapy,44857.4931237442,Yes,84.24167007266402,3359.89973058637,14.74041895054512,6422.913269405332,0.8410778709633835,64.78460015538775
Japan,2023,Infectious,Influenza,5.629683399159107,1.534597520021113,1.7147569891199212,51-65,Other,615157,40.43588812590917,6.114251726998943,6.8257680270226455,Combined,7111.824726547009,No,67.19209468578111,4506.138968747748,11.885559041354885,75267.32473435244,0.7827795771057906,71.52678226924597
Italy,2018,Respiratory,Pneumonia,1.5406767734323714,1.121873955412212,7.18963831270393,65+,Female,374596,65.74828028463583,3.324431337929707,5.548128638728209,Therapy,26734.84138746737,Yes,82.63440316648567,2692.8316190282394,15.272344268896333,66978.50149100393,0.5155304892864124,53.70010796314807
Brazil,2016,Infectious,HIV,3.474262995995018,6.201337002238158,1.8182921361338877,36-50,Female,131041,60.93323361601044,6.739549927017379,9.18666522816536,Medication,1107.5043368937263,Yes,70.99657032787222,3603.475349530444,18.785597808898213,21427.699597599694,0.7607903174470841,70.11952778420105
South Korea,2010,Infectious,HIV,13.475807874441449,1.2440716850860265,5.129715657210931,51-65,Male,532472,82.42701841122138,7.056074218154292,11.125043364944998,Medication,41293.547923757586,No,77.73007616559039,2834.8191687074273,16.827186342655164,29882.96636608828,0.7995947944371251,48.206170721868205
Germany,2023,Cardiovascular,Hypertension,14.697407021893843,8.442009268740067,7.058043591704013,19-35,Other,942760,82.20350427310225,7.572984803899914,6.695038540845418,Surgery,18392.35643479517,Yes,76.81409800028514,6166.93307283801,-3.143668227835415,55786.26761737344,0.6134024442297508,94.5799223012161
UK,2017,Neurological,Multiple Sclerosis,9.75012782604039,9.93035351801129,0.3758175553654175,19-35,Female,835771,42.27924268481652,1.147939789480528,4.232584104006846,Combined,3558.4016642830356,No,58.238853441923126,5828.165941417569,16.250724420216173,30576.271785559064,0.4776253854102146,68.43354223112858
Germany,2020,Chronic,Arthritis,13.76066705114896,3.7268470286157864,6.647454471871546,0-18,Other,45896,46.83597136778618,9.845041634058916,9.190059726652137,Combined,16300.395994876364,Yes,91.48331472368886,5561.783084429988,14.538192298302093,69257.00094249996,0.8658432312591067,88.36590081644657
Australia,2019,Infectious,HIV,9.676854315981235,4.591331484974265,3.3437354313492187,0-18,Female,19557,93.37293439143772,6.561216412072029,6.1178769638915504,Combined,14416.929402795638,No,92.48991611033753,1057.6796601777996,18.1685348479375,23635.619280248004,0.8773515374557097,45.813054877755626
UK,2012,Infectious,Malaria,0.5946276429715013,7.145505052158219,5.297999144595174,0-18,Female,949021,86.71610151623395,4.397825781010124,14.920542068304703,Combined,38323.459916114756,Yes,59.982542668907485,1917.2207042430712,13.489223919707033,66371.71605698671,0.43475472027549283,72.4731277346004
China,2023,Chronic,Arthritis,14.951762516297494,9.377814762625082,3.041996049481876,19-35,Other,365157,62.97960864190482,6.135853450985227,7.1746247627936715,Vaccination,6417.909952104472,No,70.4101408799479,1197.188972711607,16.946337931714684,39845.026319209974,0.7710396660335654,76.90773604370594
France,2011,Infectious,HIV,1.5743892951293703,8.951528358208213,5.594578425145202,51-65,Other,197737,49.8160945408474,2.6057964038450026,7.082843491411301,Surgery,27833.188564687316,Yes,72.77891274989238,726.4815710198252,-4.74453095538253,39002.97875041285,0.3250527951679309,83.39244658370873
India,2021,Cardiovascular,Hypertension,10.271362841531404,0.6701591046235009,2.1089298250058235,51-65,Other,213624,55.386095922705465,3.2253989569325694,12.752537838939421,Surgery,39716.56742618984,Yes,76.89717882277323,2543.6158140662674,19.4451331083124,17632.787932312043,0.3014319863968916,66.72545008006944
Russia,2012,Cardiovascular,Stroke,3.867259425814372,1.7738108453119739,0.27325128523963055,65+,Female,56039,78.82357432580817,1.7720155273330218,4.51426576801159,Vaccination,37002.95116716402,Yes,51.09135764863346,2025.762563848688,-0.2273423984877967,78752.84261507503,0.5109439639581608,41.9844644660002
Germany,2020,Chronic,Diabetes,5.940518582313706,7.570512265722144,7.5875213668248325,36-50,Other,461310,95.7840861841139,8.913102825064158,1.9238187748954745,Combined,46801.66543143347,No,87.18194159468484,7277.464350120276,16.605738885716114,30862.323623201,0.5775230677559731,54.36538111760174
Russia,2015,Infectious,Influenza,9.72441935353398,6.920041769521228,0.22930533591665395,19-35,Male,470205,76.32854689944129,3.264401036157547,12.953463399724054,Vaccination,131.4245445295031,Yes,92.23595706379373,6989.279512053274,18.24026582200651,20346.586783178045,0.6278019302766754,55.43368074597473
Spain,2022,Infectious,HIV,6.603661504684835,1.4188640809972204,6.610384388104706,0-18,Other,872552,41.56029050905751,7.657394229524457,9.246564958539675,Combined,17754.69659274731,Yes,56.96750001121468,2093.2578704485595,-4.944414163855219,7433.129183714561,0.5269587085890552,57.51398349947813
Brazil,2023,Neurological,Alzheimer's,3.833136278073811,5.07043936181552,1.4361869872475432,36-50,Female,932339,78.39236950012133,3.467788145318936,4.642194795120627,Vaccination,18542.219102295363,Yes,93.93481863681141,1739.0808605123907,17.84195226670149,42013.307236015135,0.37727874339191264,45.07110409599571
Italy,2012,Infectious,Influenza,5.083248184487038,7.830064847744426,3.1985398059560204,0-18,Other,37492,95.74034693118546,2.3138978454193264,5.79861979206969,Surgery,1762.0897028793984,Yes,91.69469860410422,1534.4679598027597,15.73029707289625,7419.437700751878,0.5068749178778452,40.03486443477191
Brazil,2019,Cardiovascular,Heart Disease,5.189066942155327,2.2659287544006674,6.597689774397841,36-50,Other,577973,61.159819717047384,1.973210235531557,6.959105383021759,Vaccination,40881.60364899721,Yes,76.57058074985667,3268.494709161389,18.06031613986516,39152.05944572044,0.7930954758950197,68.58289618897754
Russia,2014,Respiratory,Pneumonia,14.393926177172384,8.725747593773196,1.7268639874675284,36-50,Other,907185,95.07978506011005,8.742199156514822,10.525474338440244,Therapy,34475.644602017965,Yes,63.461853793053486,3012.449996933575,-0.5779423751228405,72698.32366952613,0.5014259733298827,80.52302969825426
USA,2015,Respiratory,Bronchitis,11.99933393725942,0.6244205707216429,6.939090083647782,51-65,Male,387827,79.56656968778509,2.0776310627449233,7.5545490647587075,Combined,26451.311284192463,Yes,60.166994039737205,382.5223345904625,14.436023336308626,42347.80012470228,0.6553821686610968,52.65573678031568
India,2017,Respiratory,Tuberculosis,6.932376695043061,7.843731342173932,4.032295618905021,65+,Female,503840,51.200293475630446,1.784342646947072,6.541473809297499,Vaccination,20310.44494792605,No,73.96714670025622,5721.917633890805,7.187146368862701,8248.300148764913,0.7085260017554591,78.15928998852002
USA,2016,Respiratory,Tuberculosis,3.0773317130863256,6.196607107919715,2.992612355466485,65+,Male,5693,48.573029639255424,1.0841930699976121,11.926531031571297,Combined,44781.24306753517,Yes,74.85300315942143,8990.511547829206,1.4422258749935093,24827.780848973125,0.7394621372952528,80.21166865563262
China,2023,Infectious,Malaria,12.184140042913574,3.2204735318780564,5.333258199217055,0-18,Male,573689,50.40167632278666,4.297960444248423,2.0058794410045078,Medication,13296.814603421712,Yes,81.94154892687737,5434.680976043195,13.904285099046966,8655.99171956435,0.5927922331802253,62.61821746277511
India,2020,Infectious,Hepatitis,2.4420188269647656,7.237232228584922,2.7969788036495644,19-35,Female,157262,81.25424989731962,9.484184714881295,10.135516469574583,Combined,16793.62037999127,No,89.2802352848242,731.70051143288,6.831330659194611,71152.63933965362,0.3754273065831362,68.87761743746651
India,2017,Neurological,Multiple Sclerosis,3.235887035415851,7.845421371996481,2.8435780360712206,65+,Female,651578,74.78175589107354,9.177848731724376,7.284926642018834,Vaccination,47636.30945270797,No,95.79049362827996,6035.55444653039,17.497117188349936,23008.10864601687,0.8403049372368427,57.26987520481177
USA,2012,Infectious,Hepatitis,5.5535995384182515,9.345599815909296,5.894858488412595,19-35,Other,164677,66.87707068879425,2.0354743516371645,5.687949107610694,Combined,3324.7886690530077,No,89.01776379929613,4901.064756047358,12.768287583097994,9879.21487560523,0.4561853126436272,60.637308825204805
UK,2013,Respiratory,COVID-19,13.217188118194652,3.74096925432721,2.547674573858952,0-18,Female,678006,55.537928974542666,1.1124525295038228,13.986059655643206,Therapy,39052.55360876133,No,94.54322080426908,9078.595563418694,-1.5213654259925615,77340.19832664476,0.5033735336575771,72.40079732353836
Australia,2015,Chronic,Diabetes,2.063621362648243,6.891565686201554,1.6861039219999585,19-35,Other,177550,93.52664127147678,7.7590677022649945,11.89101076555125,Therapy,35931.18093538381,No,74.4690564715815,3695.8725214725864,1.2690867722710593,41535.47708830907,0.7642669847091709,59.905553895360065
Russia,2020,Chronic,Cancer,1.9212894735324386,6.065901141653439,6.48040441117292,36-50,Male,290101,52.610866218743894,3.758295615675905,4.069622479192213,Vaccination,45104.23256475038,No,51.90534510203132,7544.622101311742,1.6133382576096524,35422.81335973373,0.7581142895246211,67.55987459465747
USA,2016,Cardiovascular,Stroke,7.460227325748463,5.299540087625176,6.462431166445131,36-50,Other,117552,56.732766853503364,8.512092817775022,10.132710114033642,Vaccination,4619.110016457432,No,52.53967884482459,480.55848847975324,3.6012522563200626,74530.9344333722,0.8378315360885753,80.90712249567426
Brazil,2018,Cardiovascular,Heart Disease,4.218517062295753,8.915123094134875,4.030927059284267,0-18,Female,476076,43.24017065256019,2.938864948519816,12.512010880674032,Combined,48525.15394442926,No,63.1558887575767,7242.781545626857,11.661260731123605,44812.833964451565,0.3202489011341717,93.05316376285845
UK,2022,Infectious,Hepatitis,8.574046330557582,0.1313564099701632,4.260579367687345,19-35,Other,977800,56.24419292896417,5.429877405833585,14.850753917269536,Surgery,1539.01292432192,Yes,80.08532463079285,511.11332002966293,17.358314093856475,26108.98313628346,0.8247063895741071,89.00818897547128
Brazil,2010,Chronic,Diabetes,6.82938660178003,2.892904900425617,5.599005343564345,19-35,Male,221292,94.45096292620886,1.2965143484131136,10.777949918081571,Therapy,16951.40174077371,No,66.42598335229316,3512.681249255031,9.842506427352259,64397.779648479685,0.775335284568507,90.29741408784636
Australia,2022,Respiratory,Tuberculosis,6.580890684633131,5.428944671493817,4.123266904923224,0-18,Female,373567,51.06863737207449,9.052433450340429,10.66967327728371,Therapy,4332.843059786819,Yes,58.141041525145496,9486.049655081531,13.795042790803937,25383.758228974897,0.6150568719659109,90.1169608681389
China,2017,Respiratory,Pneumonia,1.7683972602562001,1.8651032902018685,3.394615675856937,65+,Female,171247,52.0338096024452,2.601783959329714,9.586087924478392,Medication,2653.6921110654757,No,91.67425973890538,7061.727550812172,2.918322415772944,38212.01458121792,0.39569151065162117,53.284242944381454
Italy,2017,Respiratory,COVID-19,2.2016403847226185,9.087878683954306,7.959664127044292,51-65,Other,38010,75.39866639095067,3.652327295485015,1.5600365588291132,Medication,48239.58155225328,Yes,98.26474382324315,9257.728750004613,8.061620147323438,65237.827491811666,0.626996223488604,92.05257938434305
Australia,2015,Infectious,Influenza,12.334070803958067,6.511191664368852,1.2663593800352158,65+,Other,273395,73.45025594111874,5.317303569222316,9.190790521731522,Surgery,36011.44573291082,Yes,50.81543480801194,5008.944399038722,7.603158590276797,74858.0177081644,0.4163660189193427,52.23004642409078
Canada,2013,Infectious,Influenza,13.299652789818992,4.8310416468567,4.782551035994899,51-65,Other,23343,50.381554664215166,3.4414195817496465,12.270667182300022,Therapy,25333.923301691957,No,54.38178052712718,6101.544590617518,12.526495615985844,50442.35871929477,0.8789742462343149,87.5318407647051
Japan,2012,Neurological,Multiple Sclerosis,3.596784639990229,8.16554741475988,7.098317905997716,19-35,Male,875375,49.10162726682878,1.3614710141882793,6.535858218204079,Vaccination,5498.634930149734,No,74.46759901763066,5225.70822499246,7.948973608334233,42860.82120930133,0.7252874474559052,71.95963067087074
UK,2020,Respiratory,COVID-19,1.790561472719059,4.563773295504527,5.528998825330807,51-65,Male,72734,46.90164083871077,1.2617751681030998,9.217709487625369,Therapy,26348.56850949235,No,66.54569514380665,4840.759405866697,3.3563407659707547,10712.98424998558,0.6577416639364486,86.1281497748574
China,2012,Respiratory,COVID-19,0.895908411824208,5.6306648181070935,7.0592940627970835,51-65,Female,97485,90.80404340922479,9.596919365329684,13.970835003895079,Vaccination,16070.605678304331,No,88.32540950520738,5824.483241133665,1.0976850713085673,51276.44063851822,0.7880181701548302,94.02242961766032
Canada,2015,Infectious,Malaria,9.163634444754262,0.1272348559838179,2.7570442908019137,19-35,Female,639931,78.61167803922822,3.929466918240715,3.408477479872788,Vaccination,13652.205141051823,No,82.06080799454648,485.1036153379771,1.3676487218364137,29494.740010136604,0.6194683283745576,88.16365247049958
Spain,2022,Infectious,Hepatitis,10.758762866253063,3.7204352489312282,2.24874451245589,36-50,Male,964705,96.25329463939975,4.009524346610824,4.926660732012262,Surgery,30943.367004469703,No,53.357007910743036,1938.2709847720073,19.522110683095754,43587.38963597009,0.3361558989110778,84.90770682253816
China,2017,Neurological,Alzheimer's,5.654868839127762,1.4740256762746007,6.825051856526628,51-65,Other,487632,49.78417765080043,9.30609972994923,2.5444453187397693,Therapy,39567.168431658654,Yes,76.69927733272327,2224.7533567926225,3.936912169268316,60845.045468884884,0.4554177459523492,51.35777811254239
USA,2016,Neurological,Parkinson's,10.22717042561053,6.927917938556681,3.2135051518651383,0-18,Other,994441,67.17561392702031,8.525383118337313,8.003424458571057,Combined,22218.61499451393,Yes,66.49009471290847,3890.2044229351245,15.165102425344958,53015.217228741545,0.8890125310552959,87.29486603613172
USA,2020,Cardiovascular,Stroke,10.723086351836939,4.842366893859764,5.706490352152759,65+,Male,297529,83.83973728447098,7.182474448102561,12.755091488212315,Therapy,24715.59782777302,Yes,97.29051854198764,4402.095917210925,-3.215839948393524,12269.98893151134,0.8104877916292366,49.11664561292182
Australia,2010,Chronic,Cancer,14.036599992813889,3.087399816777285,1.2672137694715029,19-35,Other,39848,52.59935095344913,6.926551816044669,7.093038128447104,Therapy,32606.29570828058,Yes,73.288673392748,7423.209565901243,-2.758669272500234,34793.39230493283,0.8564668963594193,68.19949297694076
Japan,2020,Respiratory,Tuberculosis,1.066617203743098,4.731540159780249,6.07112119047573,19-35,Male,373682,80.39592785249633,8.20977162597701,1.9777580077715904,Medication,6319.438328486894,No,95.45552175649884,1738.8467744249979,12.153778811499244,19962.062818757942,0.35869860681054244,67.62897859530179
China,2015,Respiratory,Bronchitis,2.965146676143089,2.1753358907183276,4.4369629272964675,51-65,Other,637462,67.95439804880844,2.5198790493424323,4.689528012567429,Surgery,41447.47444184357,No,51.47855493649891,5741.9356597562555,6.430227952562721,16333.910305336123,0.4487990217439205,68.53076267333527
Russia,2016,Neurological,Multiple Sclerosis,1.1210372151951233,9.258357661612791,2.2220319552926413,36-50,Other,920403,65.4188992982335,6.9784737168976525,13.455891134376225,Combined,41863.23890831873,No,55.0604586550741,2795.6625146571173,17.012332482295292,21526.46607702146,0.33794426736590766,79.77303639998189
France,2021,Neurological,Alzheimer's,13.033109606708047,0.6343290622540387,4.0065813152753496,36-50,Female,737034,78.05486102783138,1.8855873303813313,8.805337545036268,Combined,27098.226036757325,Yes,68.92718285927256,5204.9720697457515,16.55550685705834,74051.27513660156,0.7932986182461588,61.78184972257367
Italy,2016,Cardiovascular,Hypertension,11.909548684500171,8.667628649431592,5.605854644133657,65+,Other,101338,67.59397284810885,2.1386145956020632,13.796997223447413,Combined,9459.248199129028,No,93.46087858692307,6303.491736126786,13.891431018685186,58438.18933480991,0.404340219098815,65.1155152066582
Australia,2018,Chronic,Arthritis,8.6621668522654,5.162452008460174,0.19390262989433107,65+,Other,766427,88.38076695292874,3.1848049069617117,12.682132886150008,Vaccination,25088.102331186168,No,76.68559989208153,5866.260282183164,15.382905532130032,73107.82801017618,0.5460316414984656,76.24614210410923
USA,2020,Cardiovascular,Heart Disease,1.3465848097626292,6.227570311774291,5.135989764631622,36-50,Male,801415,94.90076068056567,7.3882340564128715,6.800082583188313,Surgery,5386.370163157609,Yes,90.38288571922898,2232.269900036199,16.762601978154347,42984.40088060948,0.46170120351652516,77.53033936320372
Japan,2020,Chronic,Arthritis,4.172354143940422,3.0957956469961676,4.378567148358868,36-50,Male,23706,74.74266515519551,9.032906746308017,9.869615998707896,Medication,38188.14592842604,No,63.89295204614818,7123.585982419927,14.589388736232628,5084.079759021005,0.858214479392889,64.06427114657066
